CH1;CH2;PPG
125.331375;115.28198;590.60266
125.38438;115.29133;590.603
125.411026;115.31672;590.6018
125.40411;115.34137;590.59875
125.396805;115.35797;590.59766
125.38449;115.36744;590.5973
125.36912;115.38419;590.5949
125.35803;115.39087;590.59375
125.34594;115.39593;590.5911
125.332634;115.381996;590.588
125.32584;115.38689;590.5876
125.31779;115.41483;590.58716
125.31106;115.43219;590.5876
125.3004;115.41695;590.5846
125.29292;115.395164;590.58356
125.289246;115.38624;590.5816
125.28543;115.368744;590.5803
125.29313;115.370865;590.57806
125.29325;115.37604;590.57666
125.29023;115.37048;590.5752
125.29476;115.36812;590.57434
125.29396;115.35804;590.5709
125.289055;115.35649;590.56964
125.280525;115.35389;590.57
125.26998;115.323944;590.5671
125.26428;115.32793;590.5658
125.268196;115.34576;590.56555
125.271126;115.352196;590.56415
125.27106;115.35642;590.5648
125.27475;115.35797;590.5614
125.270004;115.347496;590.5576
125.269554;115.3414;590.5571
125.26738;115.33338;590.558
125.26469;115.32125;590.5559
125.26188;115.33138;590.55414
125.26068;115.34273;590.5533
125.26033;115.355995;590.5512
125.26004;115.36395;590.5479
125.25375;115.36049;590.5468
125.24514;115.34505;590.5434
125.239006;115.329544;590.5434
125.24211;115.33167;590.5422
125.25432;115.32757;590.5393
125.262115;115.3299;590.53674
125.267075;115.3465;590.5348
125.26968;115.36889;590.5337
125.26206;115.36488;590.5335
125.24042;115.32454;590.53217
125.215454;115.29135;590.5296
125.20573;115.28491;590.52704
125.19071;115.289734;590.5254
125.18148;115.28365;590.5235
125.18036;115.29225;590.5221
125.17552;115.31471;590.52026
125.17154;115.31856;590.5178
125.167564;115.3227;590.5168
125.162384;115.309616;590.5146
125.16174;115.30363;590.5132
125.166626;115.30921;590.5121
125.165985;115.30422;590.508
125.162575;115.298416;590.5065
125.16031;115.30589;590.5031
125.160736;115.31803;590.5033
125.15585;115.30223;590.5003
125.1528;115.28892;590.4975
125.14255;115.28072;590.4942
125.13373;115.27876;590.4931
125.11668;115.27645;590.4913
125.11771;115.29579;590.4898
125.12769;115.31977;590.4881
125.1223;115.32262;590.48615
125.12078;115.313576;590.4828
125.10612;115.280266;590.48236
125.093124;115.24552;590.4797
125.09449;115.23762;590.4749
125.09684;115.25077;590.473
125.09916;115.253494;590.4695
125.09959;115.262436;590.4655
125.09267;115.27268;590.4633
125.08042;115.25657;590.46106
125.076645;115.24248;590.45807
125.073906;115.23174;590.4545
125.07681;115.23447;590.4502
125.07331;115.23907;590.4479
125.06666;115.22689;590.4472
125.06144;115.22686;590.4451
125.06151;115.25666;590.4415
125.06113;115.25547;590.4385
125.0535;115.228645;590.43585
125.04093;115.201515;590.4339
125.03509;115.18287;590.42975
125.03388;115.19596;590.42645
125.04425;115.242096;590.4238
125.04284;115.24038;590.4221
125.04046;115.228836;590.41986
125.03521;115.23716;590.41766
125.03893;115.23456;590.4186
125.04046;115.232346;590.42065
125.0505;115.25709;590.41815
125.050705;115.25836;590.41833
125.04844;115.25778;590.41705
125.0585;115.26234;590.4183
125.070404;115.26808;590.42255
125.07271;115.2759;590.4257
125.074814;115.29493;590.42664
125.07131;115.29026;590.4306
125.069595;115.28411;590.43524
125.05648;115.28472;590.4396
125.063416;115.30122;590.4462
125.07569;115.3054;590.45087
125.0894;115.319824;590.45807
125.09282;115.33329;590.4649
125.09427;115.344734;590.47327
125.087234;115.34149;590.4836
125.07195;115.32114;590.49384
125.05326;115.282646;590.5009
125.048965;115.28091;590.5117
125.054405;115.30914;590.5217
125.05731;115.323296;590.5329
125.05426;115.32964;590.54297
125.06101;115.35208;590.5538
125.064995;115.3661;590.5656
125.06532;115.36243;590.5785
125.05849;115.34304;590.5912
125.0503;115.33308;590.6055
125.05268;115.343666;590.6183
125.05212;115.33789;590.63043
125.05059;115.3389;590.6434
125.056;115.34929;590.6571
125.05405;115.33677;590.67035
125.05197;115.32139;590.6818
125.04635;115.31572;590.69495
125.04086;115.30661;590.70825
125.04289;115.29925;590.723
125.04105;115.31638;590.7378
125.0377;115.3172;590.7507
125.0355;115.30129;590.76294
125.03206;115.30165;590.7751
125.02806;115.30588;590.788
125.02019;115.3008;590.80115
125.00789;115.275375;590.81256
124.99797;115.22386;590.82446
125.000854;115.20111;590.83435
125.010635;115.22546;590.8466
125.00772;115.22943;590.8563
125.01058;115.22357;590.8681
125.00874;115.20736;590.8782
124.99003;115.1658;590.8886
124.963036;115.12653;590.89795
124.94926;115.10525;590.9065
124.95052;115.10038;590.9172
124.948166;115.09668;590.92615
124.94757;115.07224;590.9335
124.93817;115.04481;590.94073
124.928375;115.024185;590.94714
124.91615;114.99104;590.9535
124.90139;114.94843;590.9618
124.886505;114.9219;590.96893
124.87094;114.902115;590.9743
124.86765;114.89021;590.97986
124.86343;114.89093;590.9848
124.86265;114.892525;590.9901
124.85632;114.87686;590.9948
124.84192;114.86666;590.9974
124.83542;114.865685;591.0006
124.835846;114.84474;591.00415
124.83737;114.83614;591.0082
124.8425;114.84586;591.01184
124.85082;114.85642;591.0146
124.85943;114.85319;591.01636
124.86932;114.84818;591.0207
124.86724;114.859314;591.019
124.844505;114.83342;591.01935
124.81878;114.77449;591.0213
124.81241;114.7592;591.0213
124.80847;114.760345;591.02496
124.812675;114.77706;591.0249
124.82099;114.79012;591.02277
124.83034;114.806526;591.0241
124.83148;114.81056;591.0243
124.82988;114.793465;591.02295
124.82586;114.79315;591.0241
124.819984;114.786;591.0225
124.81951;114.78696;591.02
124.82543;114.81666;591.0206
124.829865;114.832634;591.0205
124.838684;114.84021;591.0189
124.850555;114.85652;591.01697
124.85144;114.85368;591.0184
124.84757;114.847725;591.01624
124.85444;114.857376;591.014
124.8642;114.86086;591.0111
124.87748;114.89128;591.0104
124.89321;114.92972;591.00946
124.90009;114.953445;591.0065
124.91198;114.98033;591.0062
124.9274;114.99896;591.00415
124.9278;115.005486;591.00464
124.93405;115.024254;591.00354
124.944405;115.04208;591.00006
124.95353;115.05441;590.99664
124.9824;115.10529;590.99634
125.00353;115.14685;590.9948
125.01275;115.16485;590.9928
125.0112;115.15846;590.99054
125.007675;115.13471;590.99023
125.00404;115.117714;590.98737
125.00083;115.123604;590.98376
125.00121;115.142914;590.98065
124.99936;115.1617;590.97864
125.01029;115.18684;590.97864
125.02968;115.211365;590.9769
125.04939;115.2209;590.974
125.05648;115.22147;590.97406
125.055;115.21821;590.97217
125.06162;115.228386;590.9702
125.07228;115.2554;590.9678
125.07765;115.28377;590.96466
125.081085;115.29426;590.9636
125.088165;115.29741;590.96234
125.0998;115.30804;590.9607
125.10502;115.30797;590.95886
125.10227;115.30118;590.95667
125.1028;115.30259;590.95496
125.1019;115.29636;590.95215
125.10566;115.296936;590.94727
125.11365;115.3219;590.9446
125.11995;115.32328;590.9446
125.111435;115.296455;590.94104
125.10466;115.26889;590.93616
125.094574;115.23811;590.9331
125.08266;115.218155;590.928
125.07388;115.22493;590.92535
125.07259;115.21839;590.92206
125.072044;115.191315;590.9197
125.063774;115.16964;590.91766
125.05738;115.16652;590.9123
125.04558;115.15901;590.90784
125.02544;115.14535;590.9068
125.0061;115.12258;590.90216
124.99659;115.09893;590.8973
124.99485;115.0757;590.89514
124.99094;115.065735;590.89166
124.98509;115.07372;590.8872
124.97959;115.06204;590.884
124.9802;115.051315;590.881
124.98295;115.040535;590.87726
124.97935;115.03234;590.8736
124.97947;115.01989;590.87103
124.97568;115.00893;590.8683
124.97404;115.00947;590.864
124.98211;115.018936;590.8606
124.98887;115.03396;590.8601
124.99146;115.034096;590.8588
124.98712;115.02182;590.855
124.9778;115.006065;590.8538
124.96767;114.98963;590.85126
124.958916;114.974495;590.8472
124.950096;114.9656;590.8451
124.944374;114.96567;590.8425
124.946045;114.96248;590.8421
124.94543;114.958565;590.83984
124.94771;114.952675;590.8376
124.94597;114.93038;590.8379
124.94371;114.91501;590.83777
124.94032;114.90378;590.8369
124.9346;114.9235;590.83453
124.93047;114.95714;590.83215
124.93965;114.97287;590.83374
124.94621;114.97483;590.8323
124.94587;114.98457;590.8329
124.9473;114.98556;590.8323
124.94092;114.967674;590.83374
124.93523;114.95769;590.8348
124.934906;114.96174;590.8348
124.934;114.95892;590.83606
124.93651;114.95852;590.8384
124.93753;114.96191;590.83966
124.948616;114.97173;590.8407
124.958084;114.967575;590.8432
124.95813;114.963715;590.8453
124.95335;114.95363;590.847
124.94597;114.94312;590.84845
124.9458;114.94438;590.85236
124.960396;114.96732;590.8548
124.970055;114.98239;590.8577
124.97632;114.99743;590.8595
124.980446;114.99982;590.861
124.97864;114.98878;590.86444
124.98259;114.98344;590.86725
124.98378;114.974525;590.86914
124.985054;114.97359;590.87146
124.99039;114.9837;590.8745
125.00147;115.00279;590.8773
125.01152;115.02137;590.8804
125.01185;115.01906;590.88165
125.013466;115.01935;590.88354
125.01242;115.01962;590.8855
125.01203;115.013336;590.8889
125.01249;115.00492;590.89185
125.01869;115.00877;590.895
125.02499;115.01228;590.89667
125.028755;115.0197;590.8975
125.031876;115.02718;590.89996
125.030945;115.0162;590.90216
125.034256;115.01741;590.90393
125.03955;115.023895;590.9067
125.04847;115.03496;590.90784
125.06292;115.044685;590.90814
125.07753;115.061806;590.90857
125.083755;115.0799;590.91034
125.09083;115.10257;590.9136
125.08454;115.10091;590.91376
125.07533;115.09559;590.9164
125.06651;115.085266;590.91595
125.06089;115.064354;590.9148
125.05483;115.058655;590.9172
125.05488;115.070244;590.9178
125.06046;115.083595;590.9222
125.063515;115.0906;590.9281
125.07073;115.09917;590.93024
125.06506;115.08786;590.9316
125.05331;115.0506;590.9315
125.05757;115.022415;590.932
125.06013;115.017555;590.9318
125.06592;115.03086;590.93243
125.06411;115.04099;590.9349
125.05493;115.039276;590.93396
125.04425;115.033806;590.9352
125.035995;115.037315;590.9352
125.03044;115.02854;590.9358
125.03145;115.01822;590.93445
125.0331;115.01472;590.9331
125.038956;115.016525;590.93353
125.047676;115.0208;590.9337
125.03938;115.02532;590.93286
125.028824;115.03469;590.93414
125.02312;115.026924;590.9346
125.01578;115.01887;590.9358
125.00884;115.01109;590.9333
125.002594;115.002655;590.93134
124.99597;114.997215;590.93304
125.00321;115.01407;590.9309
125.00643;115.02713;590.9317
125.01278;115.03188;590.93286
125.02186;115.03875;590.9316
125.02703;115.03422;590.93024
125.01871;115.0202;590.9288
125.01578;115.00906;590.92816
125.01343;115.01269;590.92755
125.02103;115.0268;590.9271
125.02811;115.02826;590.9269
125.03275;115.02532;590.92474
125.03271;115.03129;590.92413
125.02567;115.02955;590.92395
125.0139;115.01121;590.9244
125.0113;115.01143;590.92145
125.01111;115.01345;590.91974
125.010414;115.01402;590.9191
125.01752;115.03436;590.91797
125.02729;115.05403;590.9176
125.03671;115.06409;590.9164
125.03767;115.06497;590.9159
125.03063;115.044945;590.9129
125.01939;115.0263;590.9106
125.01399;115.0161;590.9092
125.01199;115.00709;590.90826
125.00989;115.00513;590.90576
125.01358;115.0195;590.9038
125.01561;115.0254;590.90295
125.00677;115.02354;590.90234
125.001045;115.01374;590.9
124.99606;114.99805;590.8971
124.98295;114.97986;590.89435
124.97072;114.96405;590.8915
124.95389;114.94772;590.8904
124.93276;114.92672;590.88824
124.902985;114.89222;590.8868
124.87838;114.870476;590.88464
124.85287;114.83294;590.88245
124.838684;114.79294;590.87964
124.82731;114.78726;590.8775
124.82722;114.780945;590.8747
124.855354;114.79547;590.87305
124.8997;114.833755;590.87134
124.95696;114.89038;590.8679
125.02512;114.9733;590.8661
125.085785;115.078545;590.8644
125.1342;115.21601;590.8619
125.16355;115.38856;590.8609
125.18082;115.554596;590.8571
125.200745;115.73784;590.8536
125.22444;115.9222;590.85236
125.23608;116.09411;590.85175
125.24924;116.25197;590.8515
125.28276;116.4118;590.8485
125.26535;116.512886;590.8477
125.18119;116.56665;590.8468
125.13136;116.58959;590.8449
125.10513;116.59083;590.8427
125.08032;116.54441;590.8415
125.06198;116.3401;590.84045
125.04356;116.00012;590.83936
125.03294;115.68937;590.83844
125.01733;115.40097;590.8376
124.98211;115.16089;590.8357
124.9381;115.03107;590.8314
124.90854;114.993355;590.83075
124.912285;115.01851;590.8312
124.935936;115.03675;590.82837
124.974365;115.02435;590.8269
125.03798;115.03892;590.8286
125.08693;115.07294;590.8269
125.102135;115.08724;590.8236
125.10368;115.098145;590.82104
125.09214;115.121956;590.82
125.0848;115.15295;590.81934
125.07974;115.18103;590.8208
125.06847;115.17432;590.81976
125.056496;115.16129;590.8196
125.04854;115.171524;590.8201
125.04105;115.202896;590.81744
125.02877;115.20802;590.8157
125.02896;115.19763;590.81494
125.035164;115.202705;590.8147
125.03567;115.20664;590.81573
125.042076;115.21217;590.8138
125.05214;115.21658;590.8132
125.06997;115.25094;590.8132
125.076126;115.26107;590.8114
125.07121;115.25182;590.8103
125.072044;115.248245;590.809
125.07641;115.24741;590.808
125.07662;115.245674;590.8078
125.07775;115.24467;590.80585
125.076096;115.23411;590.8041
125.077;115.22805;590.805
125.076645;115.22388;590.805
125.06695;115.211174;590.8037
125.05662;115.20168;590.80096
125.05112;115.20361;590.8007
125.04461;115.19835;590.79865
125.04505;115.19486;590.79724
125.04928;115.19651;590.7984
125.06191;115.213196;590.79614
125.06625;115.22262;590.7934
125.063034;115.21477;590.79266
125.05803;115.20526;590.79016
125.05195;115.19675;590.7897
125.04863;115.193245;590.7878
125.0473;115.201515;590.7875
125.04587;115.20957;590.7868
125.053856;115.20705;590.7847
125.06389;115.19937;590.7851
125.064445;115.200615;590.78204
125.06084;115.204994;590.7788
125.05745;115.21223;590.77704
125.05178;115.21003;590.77625
125.04706;115.20874;590.77637
125.039314;115.21851;590.7752
125.03192;115.225426;590.77155
125.02563;115.22328;590.7686
125.02908;115.224785;590.76764
125.03056;115.220726;590.7666
125.0331;115.21546;590.7644
125.03281;115.20598;590.7623
125.034065;115.206406;590.76105
125.040985;115.21691;590.7593
125.04827;115.22252;590.75867
125.050705;115.22781;590.7568
125.04356;115.23173;590.75635
125.02952;115.23174;590.75433
125.021736;115.22135;590.75214
125.01983;115.2069;590.74976
125.02121;115.204666;590.749
125.02606;115.20652;590.7481
125.03497;115.21587;590.74646
125.0385;115.22273;590.7466
125.045105;115.2482;590.74554
125.039024;115.25709;590.74396
125.0324;115.24319;590.7429
125.02563;115.231895;590.7406
125.02446;115.22936;590.7406
125.02515;115.23525;590.7397
125.03175;115.24584;590.7403
125.03662;115.252045;590.7406
125.04028;115.24986;590.73956
125.05054;115.25152;590.7402
125.06101;115.26017;590.7422
125.06535;115.26376;590.74146
125.06234;115.26155;590.74
125.0628;115.27798;590.7393
125.06895;115.29178;590.73975
125.07002;115.29288;590.73846
125.072624;115.28914;590.73865
125.07792;115.29981;590.7383
125.08418;115.3193;590.7386
125.07641;115.319244;590.74
125.07543;115.31989;590.73846
125.07596;115.3217;590.74115
125.08618;115.328285;590.74457
125.09904;115.33026;590.74835
125.10513;115.32986;590.75446
125.11268;115.33575;590.7568
125.12078;115.34791;590.75946
125.12548;115.36238;590.76227
125.12958;115.36805;590.7657
125.13575;115.37156;590.7717
125.14863;115.38508;590.7779
125.16937;115.41156;590.7826
125.18298;115.427704;590.78766
125.19202;115.44268;590.7951
125.205086;115.460846;590.8003
125.216385;115.4733;590.80817
125.23119;115.47899;590.8151
125.24633;115.48111;590.82513
125.25561;115.491844;590.83527
125.26981;115.51778;590.8438
125.282875;115.53702;590.85583
125.29349;115.55063;590.8671
125.30684;115.56987;590.8794
125.311775;115.5704;590.89233
125.31435;115.56761;590.9021
125.32257;115.575066;590.91693
125.333046;115.58149;590.92816
125.34199;115.583206;590.9406
125.350426;115.596405;590.95264
125.3569;115.60797;590.9668
125.37131;115.62931;590.982
125.37264;115.63915;590.9941
125.36656;115.63794;591.0082
125.36416;115.63391;591.0219
125.36308;115.63506;591.0333
125.364586;115.639084;591.04877
125.3707;115.65155;591.0637
125.37753;115.670654;591.0752
125.38163;115.686035;591.08746
125.38235;115.67979;591.1
125.3803;115.66927;591.1147
125.3763;115.66381;591.12775
125.38635;115.672226;591.1376
125.395935;115.68275;591.15027
125.39665;115.68861;591.1625
125.39038;115.687874;591.1729
125.390144;115.69268;591.18585
125.39076;115.69402;591.1971
125.38728;115.68958;591.2081
125.37181;115.67072;591.2176
125.358864;115.656586;591.22766
125.34373;115.64007;591.23785
125.336006;115.6328;591.2487
125.33049;115.63527;591.258
125.33288;115.63021;591.26807
125.329605;115.6212;591.27594
125.31808;115.60659;591.28516
125.29823;115.57631;591.29285
125.28286;115.5445;591.30023
125.26254;115.507576;591.3082
125.24538;115.4787;591.31537
125.23779;115.46383;591.32196
125.22756;115.44466;591.32684
125.2136;115.41924;591.3326
125.19931;115.39915;591.3395
125.1822;115.367;591.34546
125.16336;115.33753;591.3506
125.140236;115.303154;591.3571
125.12169;115.272514;591.36206
125.1163;115.2585;591.36676
125.111626;115.24784;591.3702
125.09982;115.23728;591.373
125.08914;115.22498;591.37683
125.085945;115.21075;591.3799
125.091835;115.20545;591.3837
125.09367;115.2045;591.3871
125.10156;115.210884;591.39014
125.10549;115.215294;591.3914
125.11246;115.22202;591.3929
125.116104;115.221596;591.394
125.11658;115.213844;591.39716
125.11515;115.20436;591.39636
125.11079;115.18573;591.39764
125.1112;115.16792;591.39954
125.11463;115.16025;591.39874
125.12075;115.16764;591.40106
125.123695;115.176056;591.40137
125.12581;115.18345;591.4009
125.12703;115.18898;591.4002
125.11884;115.171616;591.40045
125.11166;115.14506;591.4008
125.10383;115.12945;591.4014
125.09811;115.123055;591.4004
125.10072;115.13588;591.3983
125.10335;115.15;591.397
125.10285;115.154;591.3966
125.09725;115.16273;591.39703
125.09608;115.16013;591.39484
125.09338;115.153595;591.3927
125.09403;115.14675;591.39
125.09293;115.144226;591.38916
125.095795;115.149445;591.3913
125.10154;115.15477;591.3879
125.10679;115.15495;591.38586
125.10624;115.15659;591.3856
125.097824;115.15465;591.3833
125.09354;115.15068;591.37946
125.0966;115.14757;591.3796
125.09732;115.1334;591.3764
125.098915;115.13531;591.3743
125.10378;115.152214;591.3723
125.1106;115.17677;591.37146
125.11825;115.19542;591.3701
125.11453;115.19542;591.36786
125.12274;115.204544;591.3661
125.12259;115.19365;591.36383
125.11623;115.17796;591.3606
125.11232;115.1725;591.35754
125.11942;115.17336;591.3554
125.128624;115.18862;591.355
125.13318;115.2009;591.3513
125.13706;115.21344;591.349
125.13792;115.21589;591.34503
125.13374;115.20538;591.3444
125.1287;115.19668;591.3424
125.12116;115.19615;591.33887
125.11269;115.18883;591.33673
125.11038;115.1828;591.3344
125.109146;115.18345;591.33136
125.11363;115.189545;591.3292
125.12271;115.19115;591.32697
125.12061;115.19246;591.3215
125.11406;115.18704;591.31805
125.115944;115.18659;591.3154
125.11537;115.176956;591.3116
125.11449;115.175125;591.3092
125.12371;115.18931;591.30524
125.13124;115.18445;591.30194
125.13468;115.17713;591.2985
125.13308;115.1853;591.29156
125.12407;115.17941;591.2869
125.12209;115.17174;591.2854
125.118965;115.17619;591.2822
125.11828;115.17582;591.27686
125.123856;115.177505;591.2725
125.130745;115.18282;591.26874
125.13931;115.18893;591.2629
125.143005;115.18564;591.2597
125.14495;115.18745;591.25323
125.14333;115.18905;591.24896
125.14245;115.18881;591.24695
125.14626;115.18645;591.24164
125.14727;115.18059;591.23584
125.149956;115.18142;591.2313
125.15757;115.18917;591.22784
125.15941;115.20359;591.2254
125.15497;115.20385;591.22186
125.14674;115.18978;591.2151
125.14715;115.177315;591.211
125.15409;115.17495;591.2069
125.15811;115.18411;591.2015
125.160805;115.189186;591.19696
125.16629;115.193954;591.194
125.17567;115.20671;591.19055
125.18024;115.21723;591.18695
125.181984;115.20946;591.1846
125.18294;115.19813;591.1813
125.185326;115.191124;591.1792
125.177216;115.18639;591.17554
125.17092;115.187996;591.17255
125.17033;115.19239;591.1678
125.17869;115.19937;591.1654
125.186874;115.20598;591.164
125.19297;115.20913;591.1614
125.18599;115.19336;591.15796
125.17652;115.17822;591.1542
125.177;115.17679;591.15314
125.19141;115.18823;591.153
125.20358;115.204735;591.15015
125.20845;115.2168;591.147
125.21143;115.21999;591.1459
125.20828;115.20776;591.14233
125.196884;115.19382;591.14087
125.18954;115.187904;591.1381
125.18747;115.18428;591.13586
125.17993;115.17774;591.1358
125.18191;115.17505;591.1356
125.18572;115.17233;591.1343
125.186226;115.171165;591.1328
125.181984;115.168976;591.1318
125.174515;115.168236;591.129
125.162476;115.15581;591.12805
125.158;115.153046;591.12616
125.166626;115.15755;591.127
125.16899;115.16194;591.12787
125.1759;115.1657;591.1282
125.18708;115.17062;591.12616
125.19106;115.17596;591.12317
125.19269;115.1807;591.12537
125.186295;115.17422;591.12573
125.20301;115.189835;591.12445
125.2123;115.198296;591.1242
125.211945;115.20421;591.1241
125.21977;115.2131;591.12366
125.23172;115.221016;591.12463
125.24946;115.24057;591.1244
125.26317;115.25535;591.1231
125.26784;115.25971;591.12274
125.26748;115.2652;591.1232
125.26743;115.26718;591.12396
125.26743;115.27112;591.1218
125.265434;115.28599;591.12146
125.26114;115.28747;591.1215
125.25978;115.29217;591.11957
125.26138;115.2907;591.11884
125.254005;115.27786;591.11847
125.25037;115.26245;591.1183
125.25522;115.25087;591.11786
125.259254;115.24262;591.11676
125.25205;115.22982;591.11615
125.25546;115.22733;591.1155
125.25873;115.22977;591.1147
125.26788;115.236755;591.1122
125.27077;115.23926;591.1112
125.2536;115.21857;591.1115
125.24609;115.20461;591.109
125.24376;115.19353;591.1065
125.24507;115.18881;591.10565
125.251335;115.18728;591.1056
125.25098;115.189285;591.10266
125.25581;115.201515;591.1004
125.25146;115.20204;591.1013
125.23067;115.18473;591.0976
125.217766;115.16273;591.09314
125.213425;115.14833;591.0899
125.20964;115.14418;591.08887
125.19767;115.14547;591.08606
125.190895;115.151924;591.08435
125.1889;115.1551;591.07947
125.18379;115.15133;591.0771
125.19536;115.15448;591.0747
125.20246;115.16039;591.07184
125.19591;115.15099;591.0674
125.18194;115.131065;591.06396
125.17761;115.12105;591.06116
125.18465;115.13542;591.0585
125.18958;115.13571;591.05707
125.19529;115.14169;591.0533
125.186874;115.1376;591.0483
125.17731;115.131165;591.04535
125.16951;115.12258;591.0425
125.1738;115.11991;591.0408
125.17879;115.121;591.03613
125.17612;115.12146;591.0313
125.188034;115.127365;591.0268
125.190895;115.12771;591.0238
125.19283;115.12677;591.02106
125.18552;115.11738;591.0157
125.18773;115.10908;591.01227
125.18227;115.099;591.0082
125.177284;115.10169;591.00415
125.171684;115.10033;591.00085
125.17962;115.11311;590.99866
125.19168;115.121956;590.9962
125.18763;115.121475;590.992
125.178024;115.11306;590.9894
125.167366;115.10367;590.98505
125.16307;115.10036;590.9799
125.17404;115.10727;590.97546
125.18072;115.11669;590.9715
125.1739;115.118286;590.967
125.177666;115.12651;590.96204
125.18846;115.13743;590.96
125.17731;115.136;590.9576
125.15239;115.113846;590.9537
125.12707;115.08877;590.9492
125.12838;115.077324;590.94507
125.13208;115.07647;590.943
125.141335;115.088524;590.9402
125.14975;115.09709;590.93427
125.175735;115.11404;590.93176
125.21576;115.13297;590.9273
125.26383;115.166115;590.92456
125.32489;115.22972;590.92175
125.3777;115.30974;590.9181
125.42693;115.44058;590.91376
125.46399;115.61114;590.90857
125.478264;115.786766;590.9047
125.49372;115.96303;590.9017
125.51198;116.12401;590.8977
125.51863;116.26663;590.8944
125.5121;116.39688;590.8902
125.53177;116.53178;590.8852
125.520584;116.626305;590.88086
125.440094;116.68775;590.8775
125.386826;116.7191;590.8747
125.36547;116.723274;590.8698
125.33793;116.66235;590.8674
125.32775;116.446014;590.86304
125.2924;116.08528;590.8576
125.25461;115.75496;590.85394
125.23434;115.48673;590.85205
125.21966;115.28711;590.8477
125.198265;115.19568;590.8446
125.16586;115.175835;590.8404
125.171616;115.193596;590.83453
125.18802;115.195366;590.831
125.221725;115.17062;590.8282
125.27797;115.165634;590.82367
125.33354;115.18244;590.8202
125.364586;115.20927;590.8148
125.36697;115.24298;590.8109
125.37679;115.28632;590.8067
125.38931;115.31844;590.80255
125.3855;115.33927;590.7986
125.37946;115.34828;590.7958
125.363304;115.34661;590.7915
125.341576;115.33016;590.78613
125.32518;115.323875;590.78204
125.31852;115.32585;590.77985
125.32055;115.33019;590.77515
125.324005;115.338486;590.7697
125.32921;115.3485;590.76764
125.32744;115.34896;590.7627
125.32894;115.34416;590.7577
125.32885;115.34828;590.7533
125.33168;115.35272;590.7502
125.33223;115.35269;590.7469
125.34174;115.368935;590.74115
125.351456;115.37251;590.7369
125.34496;115.36259;590.7331
125.34799;115.35739;590.73004
125.34122;115.33808;590.7293
125.3309;115.32745;590.72473
125.32286;115.32085;590.71893
125.3309;115.32371;590.7147
125.33364;115.33246;590.7095
125.33853;115.34099;590.7059
125.35469;115.35971;590.70087
125.361244;115.37396;590.69617
125.35552;115.37153;590.69275
125.349205;115.373344;590.6881
125.35715;115.38123;590.6842
125.35725;115.38538;590.68036
125.35607;115.39013;590.6734
125.35929;115.3949;590.6708
125.37208;115.40691;590.66705
125.38504;115.410065;590.66406
125.38313;115.40539;590.6578
125.37527;115.394875;590.6516
125.37491;115.39666;590.64966
125.37646;115.39807;590.6446
125.38287;115.41257;590.63995
125.38981;115.429375;590.63586
125.393745;115.44513;590.6317
125.41031;115.46209;590.6271
125.409676;115.45693;590.62244
125.40009;115.44368;590.6171
125.40648;115.4469;590.611
125.40641;115.449524;590.60645
125.41041;115.45776;590.60223
125.423454;115.473076;590.59875
125.42617;115.48607;590.595
125.43916;115.50495;590.58997
125.44429;115.51389;590.5861
125.44558;115.51613;590.5789
125.45239;115.518616;590.57635
125.46146;115.530914;590.5726
125.451164;115.530464;590.5669
125.45242;115.534706;590.5608
125.45919;115.54394;590.5572
125.46992;115.55969;590.552
125.48074;115.569016;590.5473
125.485466;115.57364;590.5427
125.49071;115.57841;590.53674
125.4843;115.5791;590.5327
125.49224;115.592545;590.5282
125.494354;115.601395;590.5242
125.49416;115.59986;590.5194
125.499916;115.604515;590.51447
125.503944;115.5971;590.50903
125.5203;115.61284;590.506
125.52605;115.6238;590.5018
125.52845;115.62326;590.49677
125.525665;115.61982;590.49
125.526855;115.627266;590.48505
125.547455;115.646355;590.4809
125.557274;115.658806;590.47565
125.569626;115.673775;590.4715
125.57177;115.67878;590.46674
125.56894;115.6743;590.46313
125.56381;115.66865;590.45905
125.55901;115.66479;590.4563
125.56438;115.67454;590.4503
125.577065;115.68898;590.44666
125.592514;115.70775;590.43976
125.600075;115.72282;590.4369
125.60244;115.73234;590.434
125.60065;115.734024;590.43207
125.60129;115.73028;590.4277
125.60711;115.72864;590.4228
125.61364;115.73122;590.41956
125.62191;115.74084;590.41534
125.62725;115.75655;590.4126
125.63967;115.76919;590.4123
125.657364;115.782715;590.41034
125.67217;115.79433;590.40717
125.6715;115.79012;590.4082
125.67465;115.79027;590.4071
125.67987;115.80092;590.40845
125.68228;115.80991;590.4104
125.68931;115.82369;590.4126
125.69721;115.831726;590.41644
125.70884;115.84132;590.4191
125.7071;115.852516;590.42303
125.705505;115.85337;590.42737
125.70266;115.84773;590.43463
125.70619;115.84925;590.4409
125.71361;115.85623;590.4498
125.72487;115.87684;590.45886
125.7277;115.88895;590.4678
125.73127;115.89603;590.4754
125.73599;115.90383;590.4839
125.73883;115.911285;590.49585
125.73691;115.90642;590.5081
125.7338;115.90533;590.52045
125.72649;115.90671;590.5312
125.72228;115.90986;590.54443
125.72162;115.92168;590.5585
125.727455;115.937294;590.5724
125.73669;115.94805;590.5831
125.74653;115.95873;590.5939
125.7458;115.95735;590.60785
125.74296;115.95764;590.6209
125.74143;115.960236;590.6329
125.74303;115.96577;590.6453
125.74886;115.9809;590.6563
125.75869;115.99493;590.66974
125.75745;115.998314;590.6827
